ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
2.5209; 9.1553; 4.3282; -0.0574; -0.3417; -0.1064; 9.9; -45.9; 27.6; 181.3065; -63.9521; -17.5924; 23.9; 82.0; 3.951; 146115; 
2.3498; 9.2913; 4.3009; -0.1501; -0.3034; -0.0862; 10.8; -44.1; 27.3; 181.3065; -63.9521; -17.5924; 23.9; 82.0; 3.951; 146317; 
2.1215; 9.365; 4.3558; -0.0968; -0.2789; -0.0361; 10.2; -44.7; 27.6; 179.1064; -64.8501; -21.0375; 23.9; 82.0; 3.951; 146518; 
2.3919; 9.5272; 4.5657; 0.4819; -0.3524; -0.0254; 9.9; -46.2; 30.0; 178.2917; -64.8501; -21.0375; 23.9; 82.0; 3.951; 146743; 
2.6446; 8.8891; 4.056; 0.159; 0.1027; -0.0712; 7.8; -46.2; 30.6; 178.2917; -64.8501; -21.0375; 23.9; 82.0; 3.951; 146945; 
2.4509; 8.2794; 3.7524; 0.2453; -0.0316; -0.0819; 7.8; -48.0; 30.9; 172.9623; -64.7118; -25.3462; 23.9; 82.0; 3.951; 147146; 
2.6501; 8.5688; 3.8928; 0.2261; 0.0665; -0.1043; 8.1; -47.4; 32.4; 172.9623; -64.7118; -25.3462; 23.9; 82.0; 3.951; 147347; 
2.416; 8.8938; 4.3211; 0.3711; 0.155; -0.1235; 7.8; -48.0; 32.7; 170.7032; -63.9888; -27.7585; 23.9; 82.0; 3.951; 147549; 
2.8338; 9.0872; 4.2503; 0.1569; 0.1422; -0.1011; 8.1; -48.3; 32.1; 170.7032; -63.9888; -27.7585; 23.9; 82.0; 3.951; 147751; 
2.6422; 9.0659; 4.1404; 0.1025; 0.1422; -0.1139; 8.4; -49.2; 32.7; 170.7816; -63.9888; -27.7585; 23.9; 82.0; 3.951; 147952; 
2.3967; 8.9902; 4.2238; 0.1835; 0.0974; -0.0968; 8.1; -48.6; 33.3; 170.7816; -63.9888; -27.7585; 23.9; 82.0; 3.951; 148205; 
1.9852; 8.9515; 4.2242; 0.2634; 0.1784; -0.0957; 7.8; -48.0; 33.3; 170.7816; -63.9888; -27.7585; 23.9; 82.0; 3.951; 148407; 
1.6235; 8.9737; 4.2049; 0.1654; 0.0335; -0.0584; 8.1; -48.0; 33.6; 171.1122; -64.2293; -26.565; 23.9; 82.0; 3.951; 148610; 
1.0405; 8.947; 4.2182; 0.0289; 0.0229; -0.0424; 7.5; -47.1; 33.3; 171.1122; -64.2293; -26.565; 23.9; 82.0; 3.951; 148811; 
0.8133; 8.9512; 4.3447; -0.1448; -0.0411; 0.0; 8.7; -48.6; 34.5; 173.4621; -64.9324; -24.1022; 23.9; 82.0; 3.951; 149013; 
0.6929; 8.9587; 4.1108; 0.0353; -0.1306; 0.0; 8.4; -48.9; 34.8; 173.4621; -64.9324; -24.1022; 23.9; 82.0; 3.951; 149215; 
0.7974; 8.8599; 4.1639; -0.0756; -0.1359; 0.0; 6.9; -48.3; 35.1; 172.4385; -64.9324; -24.1022; 23.9; 82.0; 3.951; 149429; 
0.4519; 8.8008; 4.0693; 0.0641; 0.187; -0.0423; 6.9; -48.6; 35.4; 173.4679; -64.8501; -21.0375; 23.9; 82.0; 3.951; 149646; 
0.1826; 8.9658; 3.8554; -0.0489; 0.0805; -0.0423; 8.4; -48.3; 34.5; 173.4679; -64.8501; -21.0375; 23.9; 82.0; 3.951; 149848; 
-0.0401; 8.997; 3.7094; -0.1278; 0.0; -0.0316; 8.4; -48.6; 34.8; 177.425; -64.8627; -16.6992; 23.9; 82.0; 3.951; 150050; 
-0.0726; 9.1346; 4.0298; -0.1267; -0.1327; 0.0; 9.0; -48.9; 33.3; 177.425; -64.8627; -16.6992; 23.9; 82.0; 3.951; 150252; 
-0.0244; 9.0222; 4.1724; -0.0574; 0.0762; -0.0454; 8.7; -49.8; 35.1; 183.0283; -65.4743; -9.9262; 23.9; 82.0; 3.951; 150453; 
-0.0118; 8.2865; 5.4633; 0.0268; 0.0506; -0.0497; 8.4; -49.5; 34.8; 183.0283; -65.4743; -9.9262; 23.9; 82.0; 3.951; 150654; 
-0.0262; 8.5451; 5.7025; 0.0843; 0.0591; 0.0303; 6.9; -48.6; 34.2; 185.1832; -64.6369; -5.4403; 23.9; 82.0; 3.951; 150894; 
-0.2786; 9.071; 5.1042; -0.0479; -0.1977; 0.0569; 7.8; -48.9; 34.8; 185.9744; -62.5983; -3.8141; 23.9; 82.0; 3.951; 151096; 
-0.1808; 8.9032; 4.3043; -0.2632; 0.0218; 0.043; 8.1; -49.2; 35.7; 185.9744; -62.5983; -3.8141; 23.9; 82.0; 3.951; 151296; 
0.0331; 9.0171; 4.4371; -0.2099; -0.2457; 0.0238; 7.2; -49.2; 36.3; 184.7575; -63.3818; -3.9005; 23.9; 82.0; 3.951; 151497; 
0.0112; 8.6002; 4.0989; -0.0564; 0.2777; 0.0; 7.5; -48.3; 36.9; 184.7575; -63.3818; -3.9005; 23.9; 82.0; 3.951; 151708; 
-0.0147; 8.909; 4.1422; -0.1768; -0.3757; 0.0558; 7.2; -48.6; 36.0; 184.7575; -63.3818; -3.9005; 23.9; 82.0; 3.951; 151909; 
0.0169; 8.8828; 4.3756; 0.1824; -0.0496; 0.0227; 7.8; -47.7; 36.3; 185.8389; -63.3818; -3.9005; 23.9; 82.0; 3.951; 152155; 
0.091; 8.9746; 4.4884; 0.0; 0.1444; 0.0; 7.8; -48.0; 36.9; 185.8389; -63.3818; -3.9005; 23.9; 82.0; 3.951; 152359; 
0.2263; 9.0571; 4.5276; 0.1419; 0.0; 0.0; 6.6; -49.2; 36.3; 185.6133; -63.9338; -2.663; 23.9; 82.0; 3.951; 152560; 
0.3335; 8.4965; 4.5975; 0.1366; 0.0506; 0.0; 7.8; -48.3; 36.9; 185.6133; -63.9338; -2.663; 23.9; 82.0; 3.951; 152761; 
0.2581; 8.3429; 4.8125; 0.1046; 0.1593; 0.0291; 7.2; -47.7; 36.6; 185.5352; -63.4113; -2.6026; 23.9; 82.0; 3.951; 152962; 
0.1929; 8.87; 4.6588; 0.0673; -0.2052; 0.027; 7.8; -48.6; 36.6; 185.5352; -63.4113; -2.6026; 23.9; 82.0; 3.951; 153164; 
0.3179; 8.3755; 4.6972; -0.1139; 0.024; -0.0252; 6.9; -47.1; 36.0; 185.7236; -62.627; -2.5448; 23.9; 82.0; 3.951; 153365; 
-0.004; 8.6975; 4.6489; 0.0; 0.0399; 0.0; 6.9; -48.3; 35.4; 185.8163; -62.627; -2.5448; 23.9; 82.0; 3.951; 153634; 
0.093; 8.5849; 4.7882; -0.0883; -0.1551; 0.0; 8.4; -48.0; 34.8; 185.8163; -62.627; -2.5448; 23.9; 82.0; 3.951; 153841; 
-0.0774; 8.6766; 4.8231; -0.117; -0.1913; 0.0313; 8.4; -47.7; 36.6; 188.2544; -62.133; 0.0; 23.9; 82.0; 3.951; 154042; 
-0.068; 8.7065; 4.8815; 0.1388; 0.1529; 0.0; 7.2; -48.0; 36.0; 188.2544; -62.133; 0.0; 23.9; 82.0; 3.951; 154244; 
0.4826; 8.7968; 4.7962; -0.0893; -0.2681; 0.0302; 8.1; -48.0; 37.5; 188.3163; -62.133; 0.0; 23.9; 82.0; 3.951; 154454; 
0.9366; 8.7159; 4.7516; 0.0343; 0.202; -0.0369; 8.1; -48.3; 37.2; 187.4128; -62.1274; -1.2454; 23.9; 82.0; 3.951; 154665; 
1.0402; 8.7209; 4.9328; 0.1345; -0.1103; -0.0262; 7.2; -48.3; 36.9; 187.4128; -62.1274; -1.2454; 23.9; 82.0; 3.951; 154872; 
1.1887; 8.7751; 4.9089; 0.2017; 0.1519; -0.0582; 7.5; -48.3; 37.2; 185.7182; -61.8078; -3.7314; 23.9; 82.0; 3.951; 155073; 
1.0623; 8.52; 4.8444; -0.1586; -0.2723; -0.0262; 7.5; -48.6; 37.2; 185.7182; -61.8078; -3.7314; 23.9; 82.0; 3.951; 155275; 
1.0227; 8.5469; 4.8427; 0.1868; 0.0837; -0.0432; 7.5; -48.3; 38.4; 184.719; -61.7685; -4.9697; 23.9; 82.0; 3.951; 155479; 
1.2276; 8.6077; 4.9104; -0.1575; 0.0933; -0.0421; 8.1; -48.9; 37.8; 184.719; -61.7685; -4.9697; 23.9; 82.0; 3.951; 155684; 
1.2948; 8.7959; 5.3002; -0.7373; -0.2531; -0.0347; 7.8; -48.6; 37.8; 183.1069; -61.1476; -7.275; 23.9; 82.0; 3.951; 155910; 
1.2149; 8.8584; 5.4832; -0.1042; -0.4546; 0.0303; 7.2; -49.2; 38.1; 180.5221; -60.9973; -9.6599; 23.9; 82.0; 3.951; 156113; 
1.4096; 8.6773; 5.3361; -0.1383; -0.1519; 0.0; 7.5; -48.9; 37.8; 180.5221; -60.9973; -9.6599; 23.9; 82.0; 3.951; 156323; 
1.2472; 8.4552; 5.3985; 0.2166; 0.2201; -0.0304; 6.3; -49.8; 37.2; 178.3317; -60.0223; -11.7683; 23.9; 82.0; 3.951; 156524; 
0.8562; 7.9209; 5.6404; 0.0216; 0.1039; -0.0187; 6.3; -50.1; 37.8; 178.3317; -60.0223; -11.7683; 23.9; 82.0; 3.951; 156737; 
1.1324; 8.1875; 5.5762; -0.2012; -0.3246; 0.0; 6.0; -49.2; 38.1; 178.1396; -60.0223; -11.7683; 23.9; 82.0; 3.951; 156941; 
1.0849; 8.0116; 5.428; -0.182; -0.0837; 0.0175; 6.3; -48.3; 39.0; 178.2749; -58.7412; -11.3099; 23.9; 82.0; 3.951; 157197; 
1.1891; 8.1151; 5.4759; 0.0; -0.137; 0.0346; 6.3; -48.0; 39.6; 178.2749; -58.7412; -11.3099; 23.9; 82.0; 3.951; 157398; 
0.9615; 8.2796; 5.5307; 0.1367; 0.0997; 0.0271; 6.9; -48.6; 40.2; 177.7755; -57.7383; -13.2405; 23.9; 82.0; 3.951; 157599; 
0.3869; 8.2332; 5.6299; 0.2859; 0.2318; 0.0462; 6.9; -48.9; 40.2; 177.7755; -57.7383; -13.2405; 23.9; 82.0; 3.951; 157823; 
-0.5842; 8.1202; 5.5606; 0.0; 0.0922; 0.074; 6.3; -48.3; 39.0; 177.1664; -57.2601; -12.9946; 23.9; 82.0; 3.951; 158026; 
-1.4988; 8.3472; 5.4662; -0.1436; 0.1498; 0.1017; 6.0; -48.0; 40.2; 180.6777; -56.8975; -7.5238; 23.9; 82.0; 3.951; 158265; 
-1.7551; 8.3115; 5.2574; 0.0; 0.2574; 0.1304; 6.0; -47.4; 39.9; 180.6777; -56.8975; -7.5238; 23.9; 82.0; 3.951; 158467; 
-1.9172; 8.3755; 5.1472; -0.1404; 0.1849; 0.1123; 4.8; -47.7; 38.7; 184.1486; -57.4349; -1.0809; 23.9; 82.0; 3.951; 158669; 
-1.6068; 8.489; 5.2461; 0.0578; 0.3928; 0.0409; 6.0; -48.0; 36.9; 184.1486; -57.4349; -1.0809; 23.9; 82.0; 3.951; 158872; 
-2.3974; 8.2324; 5.0671; -0.2865; -0.0879; 0.0484; 6.3; -47.4; 36.6; 190.4008; -57.7619; 6.5819; 23.9; 82.0; 3.951; 159083; 
-3.2033; 8.5315; 5.5347; -0.0775; 0.3448; 0.1081; 6.3; -46.5; 35.4; 190.4008; -57.7619; 6.5819; 23.9; 82.0; 3.951; 159285; 
-3.4663; 8.5055; 5.2196; -0.1138; 0.0709; 0.1901; 7.2; -47.4; 34.5; 191.52; -57.7619; 6.5819; 23.9; 82.0; 3.951; 159489; 
-3.2938; 8.4258; 5.1057; 0.1186; 0.1828; 0.1912; 6.3; -46.2; 33.6; 197.0492; -57.8328; 16.6992; 23.9; 82.0; 3.951; 159697; 
-3.074; 8.677; 5.1324; 0.0482; 0.1423; 0.2082; 6.9; -45.9; 33.6; 197.0492; -57.8328; 16.6992; 23.9; 82.0; 3.951; 159899; 
-2.16; 8.89; 4.9896; 0.1708; 0.0; 0.1752; 5.7; -45.9; 31.8; 199.4446; -58.6049; 20.556; 23.9; 82.0; 3.951; 160103; 
-2.1124; 8.9684; 5.0194; 0.2433; 0.2723; 0.1134; 6.0; -44.7; 31.8; 199.4446; -58.6049; 20.556; 23.9; 82.0; 3.951; 160304; 
-2.2738; 8.704; 4.7019; 0.0226; 0.235; 0.0867; 5.4; -43.5; 31.2; 199.2048; -60.4932; 20.6955; 23.9; 82.0; 3.951; 160521; 
-2.0197; 9.0068; 4.9342; -0.0605; 0.0; 0.123; 6.0; -44.1; 31.2; 201.2736; -61.0669; 22.249; 23.9; 82.0; 3.951; 160823; 
-1.262; 9.0623; 4.7653; -0.1543; 0.056; 0.0739; 7.8; -44.1; 30.0; 201.2736; -61.0669; 22.249; 23.9; 82.0; 3.951; 161025; 
-0.788; 8.6358; 4.3489; -0.1692; -0.0325; 0.0633; 8.1; -44.4; 28.2; 203.7743; -62.4893; 22.0362; 23.9; 82.0; 3.951; 161262; 
-0.3245; 8.7574; 4.5101; -0.0306; 0.0986; -0.022; 7.2; -43.2; 27.0; 201.3876; -63.1242; 19.6538; 23.9; 82.0; 3.951; 161473; 
-0.1793; 8.7887; 4.3477; -0.0221; -0.2031; 0.043; 7.2; -42.6; 27.3; 201.3876; -63.1242; 19.6538; 23.9; 82.0; 3.951; 161674; 
0.4214; 9.0556; 4.3995; 0.0; 0.0; 0.0; 7.2; -42.3; 27.0; 201.6095; -63.1242; 19.6538; 23.9; 82.0; 3.951; 161893; 
0.3751; 9.2394; 4.5564; 0.0674; 0.2286; -0.0561; 7.8; -42.9; 27.6; 201.6095; -63.1242; 19.6538; 23.9; 82.0; 3.951; 162094; 
0.2521; 9.0889; 4.2854; 0.0973; 0.1103; -0.0337; 8.1; -43.5; 27.3; 198.9599; -63.8668; 13.3925; 23.9; 82.0; 3.951; 162297; 
-0.0531; 8.9683; 4.3931; 0.1239; 0.0; -0.022; 9.3; -42.9; 27.0; 198.9599; -63.8668; 13.3925; 23.9; 82.0; 3.951; 162501; 
-0.0406; 9.0214; 4.3989; 0.1431; 0.3586; -0.0464; 10.2; -42.6; 26.4; 200.9226; -63.9826; 12.0948; 23.9; 82.0; 3.951; 162702; 
-0.0736; 8.9815; 4.3747; 0.0323; 0.0474; -0.0273; 10.5; -43.2; 25.5; 202.2347; -63.9826; 12.0948; 23.9; 82.0; 3.951; 162934; 
-0.191; 9.0515; 4.4161; -0.1265; 0.105; 0.0; 9.3; -43.8; 25.5; 202.2347; -63.9826; 12.0948; 23.9; 82.0; 3.951; 163137; 
-0.2206; 8.9134; 4.2166; -0.1905; 0.0325; 0.0; 10.8; -44.1; 24.9; 200.6318; -64.1797; 9.4623; 23.9; 82.0; 3.951; 163338; 
-0.0437; 8.9318; 4.3932; 0.1474; 0.1188; 0.0218; 10.2; -44.1; 26.7; 200.6318; -64.1797; 9.4623; 23.9; 82.0; 3.951; 163543; 
0.0912; 9.1901; 4.3178; -0.0242; 0.0; 0.0; 10.2; -43.8; 26.4; 197.4907; -64.3291; 6.789; 23.9; 82.0; 3.951; 163745; 
0.2094; 8.9843; 4.3137; -0.0743; 0.2712; -0.0262; 9.6; -43.8; 26.4; 197.4907; -64.3291; 6.789; 23.9; 82.0; 3.951; 163946; 
-0.0428; 8.864; 4.1772; 0.0; -0.1253; 0.0185; 10.2; -42.9; 25.5; 198.1744; -64.6369; 5.4403; 23.9; 82.0; 3.951; 164176; 
-0.0455; 8.7721; 4.2163; 0.1144; 0.1572; 0.0; 10.2; -43.2; 25.5; 196.8722; -64.6369; 5.4403; 23.9; 82.0; 3.951; 164454; 
0.0015; 8.9165; 4.33; -0.151; -0.1882; 0.0249; 11.1; -43.2; 26.4; 196.8722; -64.6369; 5.4403; 23.9; 82.0; 3.951; 164654; 
0.0156; 8.9191; 4.3013; 0.0; -0.0496; 0.0; 11.1; -42.0; 25.5; 197.4911; -64.6806; 4.0856; 23.9; 82.0; 3.951; 164854; 
0.1444; 8.7827; 4.2088; -0.1212; 0.1945; -0.0476; 10.8; -43.5; 26.7; 196.1853; -64.7118; 2.7263; 23.9; 82.0; 3.951; 165075; 
0.1386; 8.8572; 4.3091; 0.1933; -0.4269; -0.0337; 11.1; -43.5; 26.4; 196.1853; -64.7118; 2.7263; 23.9; 82.0; 3.951; 165276; 
-0.0171; 8.8517; 4.2868; -0.0519; -0.1541; 0.0; 11.1; -43.8; 26.4; 196.2998; -64.7118; 2.7263; 23.9; 82.0; 3.951; 165487; 
0.2142; 8.7668; 4.3223; -0.0913; -0.2905; 0.0; 10.8; -43.2; 25.2; 196.2998; -64.7118; 2.7263; 23.9; 82.0; 3.951; 165688; 
0.3506; 8.5664; 4.2338; -0.0209; 0.0932; 0.0; 11.4; -42.9; 25.2; 196.5565; -63.9338; 2.663; 23.9; 82.0; 3.951; 165889; 
0.9016; 8.6194; 4.4371; -0.0529; -0.2191; 0.0; 10.5; -42.9; 24.6; 196.5565; -63.9338; 2.663; 23.9; 82.0; 3.951; 166092; 
1.2613; 8.5276; 4.8104; 0.0196; 0.6816; -0.0571; 10.5; -42.6; 25.2; 194.0056; -63.429; -1.302; 23.9; 82.0; 3.951; 166293; 
1.4828; 8.3585; 4.6525; -0.4558; 0.3032; -0.0454; 9.0; -43.2; 24.6; 191.4095; -63.429; -1.302; 23.9; 82.0; 3.951; 166540; 
2.0609; 8.7318; 4.8848; -0.022; -0.266; -0.0603; 9.3; -43.5; 24.6; 191.4095; -63.429; -1.302; 23.9; 82.0; 3.951; 166741; 
1.9472; 8.942; 4.971; 0.0174; -0.0922; -0.0912; 10.2; -43.8; 25.5; 189.0818; -62.5064; -6.3402; 23.9; 82.0; 3.951; 166943; 
1.7579; 8.6411; 5.0183; -0.1286; -0.217; -0.0635; 9.6; -44.4; 26.4; 189.0818; -62.5064; -6.3402; 23.9; 82.0; 3.951; 167164; 
1.7376; 8.6541; 4.9164; 0.0601; -0.1434; -0.0464; 9.6; -44.1; 25.8; 187.6576; -61.0776; -8.4711; 23.9; 82.0; 3.951; 167366; 
1.8606; 8.6156; 4.8923; -0.1296; -0.1093; -0.0336; 9.6; -44.7; 26.4; 185.4311; -60.806; -12.0115; 23.9; 82.0; 3.951; 167595; 
2.2691; 8.8761; 5.1376; 0.1347; -0.089; -0.0687; 10.2; -44.7; 27.6; 185.4311; -60.806; -12.0115; 23.9; 82.0; 3.951; 167797; 
2.2935; 8.5115; 4.7857; 0.0899; 0.1721; -0.0911; 7.8; -45.9; 27.3; 180.4339; -60.9332; -15.7808; 23.9; 82.0; 3.951; 167998; 
2.1754; 8.5424; 4.964; 0.0569; -0.1903; -0.0687; 8.1; -45.9; 27.9; 180.4339; -60.9332; -15.7808; 23.9; 82.0; 3.951; 168249; 
1.059; 8.6123; 5.1267; 0.0867; 0.1881; -0.0548; 8.7; -45.9; 29.1; 178.8046; -60.1882; -19.179; 23.9; 82.0; 3.951; 168450; 
0.5354; 8.7849; 5.0882; -0.103; -0.1135; 0.0475; 9.0; -45.9; 29.7; 179.1469; -60.3505; -18.0605; 23.9; 82.0; 3.951; 168675; 
0.5037; 8.6267; 4.7863; -0.0518; 0.0399; 0.0475; 9.0; -45.3; 29.7; 179.1469; -60.3505; -18.0605; 23.9; 82.0; 3.951; 168876; 
-1.2632; 8.3695; 4.817; -0.0209; 0.1785; 0.0975; 7.8; -45.6; 29.4; 178.377; -60.3505; -18.0605; 23.9; 82.0; 3.951; 169079; 
-1.3441; 8.454; 4.9098; -0.0668; 0.1348; 0.1103; 6.9; -44.7; 29.7; 178.377; -60.3505; -18.0605; 23.9; 82.0; 3.951; 169280; 
-1.55; 8.4959; 4.8424; 0.0494; 0.0581; 0.1231; 7.5; -44.1; 30.0; 180.199; -61.0669; -14.6209; 23.9; 82.0; 3.951; 169483; 
-1.1581; 8.6093; 4.8564; -0.0806; 0.283; 0.0783; 7.2; -44.1; 30.3; 182.977; -61.0776; -8.4711; 23.9; 82.0; 3.951; 169704; 
-1.2909; 8.6885; 5.0529; 0.1389; 0.2808; 0.0687; 7.2; -43.8; 29.4; 182.977; -61.0776; -8.4711; 23.9; 82.0; 3.951; 169906; 
-1.5982; 8.6776; 4.8384; 0.1293; 0.3011; 0.0485; 8.1; -43.5; 29.1; 189.0503; -60.8271; -1.1935; 23.9; 82.0; 3.951; 170108; 
-1.471; 8.8256; 4.7372; -0.0881; 0.3746; 0.0389; 7.8; -43.2; 28.8; 189.0503; -60.8271; -1.1935; 23.9; 82.0; 3.951; 170309; 
-1.3914; 8.9313; 4.6621; 0.0185; -0.1583; 0.0964; 8.1; -44.7; 27.6; 192.808; -61.2558; 4.8645; 23.9; 82.0; 3.951; 170533; 
-1.2191; 8.6945; 4.5895; 0.189; 0.4194; 0.0815; 8.4; -43.5; 27.9; 192.808; -61.2558; 4.8645; 23.9; 82.0; 3.951; 170735; 
-0.9619; 8.8819; 5.1435; 0.0; 0.1209; 0.0719; 9.0; -43.2; 26.7; 194.0089; -61.9937; 6.2034; 23.9; 82.0; 3.951; 170944; 
-1.3541; 8.7662; 5.0487; -0.0497; 0.1444; 0.057; 7.8; -43.2; 26.1; 194.2918; -61.9937; 6.2034; 23.9; 82.0; 3.951; 171168; 
-1.3141; 8.3911; 4.9149; 0.043; 0.1572; 0.0687; 8.4; -42.6; 25.5; 194.2918; -61.9937; 6.2034; 23.9; 82.0; 3.951; 171369; 
-1.1372; 8.2462; 5.377; -0.0348; 0.1785; 0.0655; 8.1; -42.9; 26.1; 195.7149; -61.5848; 8.6525; 23.9; 82.0; 3.951; 171576; 
-1.2128; 8.2874; 4.7888; 0.075; 0.204; 0.0558; 9.3; -41.1; 25.2; 195.7149; -61.5848; 8.6525; 23.9; 82.0; 3.951; 171779; 
-1.0879; 8.3968; 4.6887; 0.0611; 0.2275; 0.0761; 9.6; -42.6; 24.9; 199.6293; -60.9066; 10.8403; 23.9; 82.0; 3.951; 171981; 
-0.5959; 8.7917; 4.867; 0.0601; -0.0678; 0.0846; 9.9; -42.3; 24.9; 199.8481; -60.9066; 10.8403; 23.9; 82.0; 3.951; 172191; 
-0.4756; 8.9387; 4.9204; 0.0835; 0.1219; 0.0654; 10.8; -42.0; 24.9; 199.8481; -60.9066; 10.8403; 23.9; 82.0; 3.951; 172393; 
-0.5359; 8.8962; 4.6604; -0.0518; 0.2498; 0.0408; 11.1; -42.9; 24.0; 200.0259; -61.8611; 8.6525; 23.9; 82.0; 3.951; 172601; 
-0.4844; 8.9511; 4.5637; 0.1176; 0.0271; 0.0579; 10.5; -41.7; 23.7; 200.0259; -61.8611; 8.6525; 23.9; 82.0; 3.951; 172805; 
-0.4796; 9.0563; 4.5869; -0.1392; 0.1123; 0.0195; 10.2; -41.1; 24.0; 199.3404; -62.3696; 8.8418; 23.9; 82.0; 3.951; 173008; 
-0.6531; 8.8267; 4.4984; 0.0313; 0.0; 0.0344; 11.4; -42.3; 22.8; 199.3404; -62.3696; 8.8418; 23.9; 82.0; 3.951; 173209; 
-0.5759; 8.9921; 4.4838; 0.1389; 0.1539; 0.0237; 11.4; -42.6; 22.5; 201.4412; -62.7951; 10.3048; 23.9; 82.0; 3.951; 173411; 
-0.2075; 8.9475; 4.4139; 0.0324; 0.1528; 0.029; 11.7; -42.0; 22.8; 201.4412; -62.7951; 10.3048; 23.9; 82.0; 3.951; 173613; 
0.4772; 8.6728; 4.6365; 0.1155; 0.1496; 0.0; 12.0; -41.4; 22.8; 201.6779; -62.7951; 10.3048; 23.9; 82.0; 3.951; 173820; 
0.4862; 8.2577; 5.2674; -0.0955; 0.0174; 0.0; 10.8; -41.4; 21.6; 200.7544; -63.2232; 7.7652; 23.9; 82.0; 3.951; 174022; 
0.5034; 8.0562; 5.6491; 0.1709; 0.2594; 0.0; 11.1; -41.1; 21.0; 200.7544; -63.2232; 7.7652; 23.3; 82.0; 3.951; 174226; 
0.6212; 8.3895; 5.6028; 0.0366; -0.1169; 0.0; 11.1; -42.0; 21.3; 198.1377; -61.8078; 3.7314; 23.3; 82.0; 3.951; 174428; 
0.7222; 8.0564; 5.6726; -0.1467; -0.1584; 0.0; 10.8; -40.8; 21.3; 198.1377; -61.8078; 3.7314; 23.3; 82.0; 3.951; 174629; 
0.8995; 7.8301; 5.7272; 0.091; 0.3116; -0.02; 12.3; -40.8; 22.2; 197.5637; -60.0327; 1.1691; 23.3; 82.0; 3.951; 174834; 
0.8616; 7.9067; 5.5295; -0.1893; -0.1649; 0.0; 12.9; -42.0; 21.3; 197.5637; -60.0327; 1.1691; 23.3; 82.0; 3.951; 175035; 
0.7805; 8.0464; 5.7142; 0.0984; 0.0739; 0.0; 12.0; -41.7; 21.6; 196.1738; -58.7314; -1.1233; 23.3; 82.0; 3.951; 175257; 
1.0183; 8.1498; 5.6579; 0.2327; 0.1666; 0.0; 12.0; -41.7; 20.7; 194.7966; -57.398; -3.2397; 23.3; 82.0; 3.951; 175466; 
1.026; 8.144; 5.7466; 0.09; 0.1719; -0.0243; 13.2; -42.0; 21.3; 194.7966; -57.398; -3.2397; 23.3; 82.0; 3.951; 175668; 
0.8466; 8.1293; 5.5081; 0.1166; 0.0995; 0.0; 11.7; -41.7; 21.3; 193.5617; -57.0079; -5.3893; 23.3; 82.0; 3.951; 175869; 
0.8947; 7.9664; 5.3604; 0.2381; 0.3084; 0.0; 12.6; -41.4; 21.6; 193.5617; -57.0079; -5.3893; 23.3; 82.0; 3.951; 176069; 
0.826; 7.9604; 5.3457; 0.2924; -0.0274; 0.0407; 12.6; -42.3; 24.3; 193.6732; -57.0079; -5.3893; 23.3; 82.0; 3.951; 176273; 
0.5293; 7.8343; 5.1658; 0.3479; 0.0568; 0.0; 12.0; -41.7; 24.3; 193.6732; -57.0079; -5.3893; 23.3; 82.0; 3.951; 176474; 
0.4431; 8.028; 5.4809; 0.1539; 0.1399; 0.0; 12.3; -43.5; 21.9; 193.2736; -56.472; -6.3402; 23.3; 82.0; 3.951; 176677; 
0.0903; 8.4643; 5.7684; 0.2498; 0.2572; 0.0257; 11.7; -42.6; 21.0; 192.8098; -56.472; -6.3402; 23.3; 82.0; 3.951; 176908; 
-0.1129; 7.9622; 5.4503; 0.1507; 0.3212; 0.0449; 10.5; -41.4; 20.1; 192.8098; -56.472; -6.3402; 23.3; 82.0; 3.951; 177116; 
-0.2864; 7.6154; 6.1211; -0.0955; 0.2327; 0.047; 11.7; -41.7; 20.1; 193.8868; -55.7133; -5.1944; 23.3; 82.0; 3.951; 177317; 
-0.8219; 7.3303; 6.3441; -0.0913; 0.1538; 0.0875; 12.6; -41.4; 19.5; 193.8868; -55.7133; -5.1944; 23.3; 82.0; 3.951; 177532; 
-0.9502; 7.8715; 5.8739; 0.0995; 0.1304; 0.0897; 12.9; -42.0; 20.7; 196.2321; -53.6985; -1.9749; 23.3; 82.0; 3.951; 177738; 
-1.3382; 7.8825; 6.0757; 0.0302; 0.221; 0.0758; 14.7; -42.6; 19.8; 200.8597; -53.6985; 1.9749; 23.3; 82.0; 3.951; 177960; 
-1.8195; 7.4889; 5.9126; 0.2828; 0.0; 0.0865; 15.6; -42.6; 19.5; 200.8597; -53.6985; 1.9749; 23.3; 82.0; 3.951; 178162; 
-2.4773; 7.7759; 6.4435; 0.1528; 0.3105; 0.1557; 15.3; -41.1; 19.2; 204.9474; -52.5782; 8.6732; 23.3; 82.0; 3.951; 178363; 
